Table S11: Differential expression test results for amphid vs. phasmid sheath cells. ,,,,,
gene_id,symbol,q-value,amphid TPM,phasmid TPM,"moderated log2
(amphid / phasmid)"
WBGene00001749,gst-1,0.291697691462246,32.039,31.080,0.088
WBGene00001837,hda-4,0.291697691462246,29.824,31.115,-0.014
WBGene00016237,C29H12.6,0.291697691462246,105.810,42.456,1.284
WBGene00044467,R05C11.4,0.291697691462246,23.640,28.479,-0.209
WBGene00000377,cct-1,0.294537043952018,87.893,92.717,-0.061
WBGene00001772,gst-24,0.295579982478175,37.643,127.097,-1.718
WBGene00017268,hmgr-1,0.296329325823902,48.870,0.000,5.611
WBGene00015555,ufl-1,0.296748872245529,178.295,420.142,-1.229
WBGene00001911,his-37,0.296983028624841,85.823,211.535,-1.285
WBGene00003060,lpd-3,0.296983028624841,460.218,598.528,-0.376
WBGene00004014,phb-1,0.297096639767876,51.739,39.305,0.360
WBGene00018430,nhr-142,0.297556313554278,75.897,90.558,-0.236
WBGene00008419,wdr-23,0.297590897288345,285.887,529.508,-0.884
WBGene00009632,ttyh-1,0.298410935828201,92.811,64.439,0.504
WBGene00003799,npp-13,0.298968912392667,26.003,114.498,-2.084
WBGene00009661,patr-1,0.298968912392667,77.921,196.175,-1.314
WBGene00011647,noca-1,0.298968912392667,92.248,125.941,-0.434
WBGene00021036,W05F2.4,0.298968912392667,39.862,29.540,0.384
WBGene00009350,F32H5.4,0.299099874138581,70.791,0.000,6.145
WBGene00006739,ulp-4,0.300161751914534,88.861,171.220,-0.930
WBGene00022599,ZC395.10,0.300161751914534,150.159,207.824,-0.459
WBGene00009246,gfm-1,0.301264918776499,29.362,92.713,-1.610
WBGene00012182,osta-3,0.301264918776499,25.519,38.982,-0.556
WBGene00006626,tsn-1,0.3020873074917,201.821,244.906,-0.272
WBGene00022425,plst-1,0.3020873074917,54.389,100.521,-0.860
WBGene00018152,acs-4,0.303236044189861,218.146,291.216,-0.410
WBGene00000292,cap-1,0.303239485496628,144.441,380.744,-1.388
WBGene00045419,lsy-12,0.303239485496628,89.570,265.828,-1.553
WBGene00015743,soap-1,0.305628325584894,106.632,286.673,-1.413
WBGene00019657,K11G12.6,0.305628325584894,30.934,122.489,-1.939
WBGene00010811,hmit-1.3,0.305958363654572,600.905,331.653,0.853
WBGene00004206,pst-1,0.306034246646325,45.776,67.045,-0.519
WBGene00021328,npr-23,0.306220908406841,80.502,119.106,-0.547
WBGene00001559,gei-1,0.306355837384959,104.295,97.003,0.090
WBGene00004862,sma-9,0.306355837384959,114.943,133.396,-0.202
WBGene00015791,C15C7.5,0.306355837384959,87.727,24.991,1.755
WBGene00016015,C23G10.8,0.306355837384959,68.486,209.620,-1.593
WBGene00018778,F53H1.4,0.306355837384959,50.220,68.544,-0.420
WBGene00007505,pezo-1,0.30660916807163,326.464,569.869,-0.799
WBGene00015942,osta-2,0.30660916807163,47.370,0.000,5.566
WBGene00009010,F21D5.5,0.309242823807744,39.371,34.742,0.139
WBGene00020146,got-1.2,0.310058116618827,210.279,105.036,0.988
WBGene00004897,snb-1,0.310721527303399,227.136,108.464,1.053
WBGene00018594,aman-3,0.310948515994611,115.427,222.724,-0.936
WBGene00003777,nmy-2,0.311947004072182,220.749,307.043,-0.470
WBGene00009082,dlat-1,0.313311492102271,70.894,218.570,-1.604
WBGene00013189,Y54E2A.4,0.314096977552866,46.453,0.000,5.538
WBGene00004164,pqn-83,0.315077616202703,879.541,887.620,-0.012
WBGene00021843,Y54E10BR.4,0.315362897732359,34.732,57.234,-0.680
WBGene00021771,Y51F10.10,0.31611201583583,42.505,0.000,5.410
WBGene00000464,ceh-44,0.316712414586099,217.152,100.777,1.093
WBGene00012351,W09C5.1,0.317613149036048,82.102,184.190,-1.148
WBGene00002060,ife-2,0.31851343116069,112.810,157.977,-0.473
WBGene00019163,ubxn-6,0.319052986649812,76.822,28.931,1.360
WBGene00012484,car-1,0.319139887747546,29.137,50.419,-0.742
WBGene00000982,dhs-19,0.32025725399095,253.214,511.398,-1.008
WBGene00017557,nep-11,0.32025725399095,857.864,986.666,-0.200
WBGene00021702,Y48G9A.9,0.32025725399095,93.639,180.318,-0.930
WBGene00010963,nduo-4,0.32029679290837,1194.974,1006.147,0.247
WBGene00006382,taf-1,0.320316036025143,159.076,217.118,-0.440
WBGene00019947,htz-1,0.320316036025143,35.968,98.782,-1.418
WBGene00003904,pabp-2,0.320825327388475,79.668,27.019,1.508
WBGene00012804,Y43F4B.7,0.320825327388475,73.868,64.275,0.178
WBGene00004491,rps-22,0.321105153626186,497.262,883.332,-0.826
WBGene00000547,clp-7,0.321309222766734,106.886,239.139,-1.148
WBGene00004272,rab-8,0.321606988481131,27.771,10.398,1.285
WBGene00011030,R05D7.5,0.321606988481131,80.801,45.522,0.796
WBGene00012663,hex-3,0.321606988481131,35.700,147.428,-2.006
WBGene00018317,F41H10.4,0.321606988481131,28.002,62.567,-1.109
WBGene00019545,K09B3.1,0.32207325702088,686.764,886.969,-0.367
WBGene00010471,cdr-6,0.322805676224428,40.302,164.530,-1.994
WBGene00004728,sax-2,0.323582185197261,80.277,157.235,-0.952
WBGene00007547,nhr-154,0.323699496175352,57.162,0.000,5.837
WBGene00018249,F40H3.1,0.323699496175352,40.685,5.199,2.714
WBGene00002261,ldb-1,0.324214845336375,187.364,386.498,-1.037
WBGene00004443,rpl-29,0.324214845336375,141.334,274.068,-0.945
WBGene00011631,T08G11.4,0.324214845336375,58.093,157.418,-1.414
WBGene00016140,rpb-2,0.325103802254149,33.234,50.250,-0.554
WBGene00021543,Y43B11AR.1,0.325103802254149,364.059,179.504,1.012
WBGene00011071,R06F6.8,0.326168523388365,37.046,0.000,5.211
WBGene00019380,K04C2.2,0.326168523388365,41.782,0.000,5.385
WBGene00016611,bicd-1,0.326443320564254,249.245,224.478,0.145
WBGene00001081,dpy-22,0.326934463889194,444.290,655.805,-0.559
WBGene00001196,egl-30,0.328727666785297,511.012,674.602,-0.398
WBGene00021751,Y50D7A.1,0.330212240110412,36.271,88.459,-1.247
WBGene00021625,Y47D7A.13,0.331063439205886,55.181,167.497,-1.576
WBGene00001836,hda-3,0.33222129650966,27.671,135.691,-2.243
WBGene00002201,kin-18,0.33222129650966,61.904,132.314,-1.073
WBGene00009180,nurf-1,0.33222129650966,1055.682,1573.380,-0.574
WBGene00009722,F45D3.2,0.33222129650966,26.599,115.231,-2.062
WBGene00010133,F55H12.2,0.33222129650966,43.621,0.000,5.447
WBGene00011500,T05G5.5,0.33222129650966,29.008,8.519,1.608
WBGene00013859,ZC247.1,0.33222129650966,818.444,1085.491,-0.406
WBGene00016245,C30B5.4,0.33222129650966,38.790,7.146,2.251
WBGene00016768,cyp-33E1,0.33222129650966,80.218,13.176,2.500
WBGene00022567,ZC239.4,0.33222129650966,39.318,0.000,5.297
WBGene00019831,R02F2.1,0.332267366201845,462.917,703.192,-0.600
WBGene00004111,pqn-21,0.332688948144228,49.475,72.061,-0.514
WBGene00004095,pqe-1,0.332950438651253,245.255,353.827,-0.523
WBGene00004700,rsp-3,0.333313200161797,169.081,177.844,-0.064
WBGene00020562,T19C3.4,0.333313200161797,60.740,119.387,-0.951
WBGene00019820,cogc-8,0.333602258180915,32.541,82.596,-1.300
WBGene00000178,aqp-10,0.333918928612365,38.528,0.000,5.268
WBGene00004437,rpl-24.2,0.333918928612365,42.484,0.000,5.409
WBGene00004494,rps-25,0.333918928612365,2732.323,2037.315,0.423
WBGene00007108,gspd-1,0.333918928612365,87.281,111.535,-0.337
WBGene00010348,H01G02.1,0.333918928612365,202.026,457.058,-1.171
WBGene00011972,T23G11.7,0.333918928612365,31.805,0.000,4.991
WBGene00012548,Y37D8A.6,0.333918928612365,63.061,63.586,0.011
WBGene00015296,C01F1.1,0.333918928612365,35.027,5.199,2.498
WBGene00017121,cyc-2.1,0.333918928612365,570.165,388.573,0.549
WBGene00021200,cyp-31A3,0.333918928612365,38.059,0.000,5.250
WBGene00012337,W07G4.3,0.334311116880445,270.104,439.842,-0.698
WBGene00003604,nhr-5,0.335328326952032,73.403,58.275,0.308
WBGene00017162,ddx-23,0.336564506301612,54.821,154.855,-1.472
WBGene00004225,ptr-11,0.337194621308075,208.262,403.657,-0.948
WBGene00003144,max-2,0.337734000658687,55.262,109.648,-0.963
WBGene00004203,swsn-1,0.337734000658687,92.488,123.454,-0.401
WBGene00015485,C05D11.8,0.337734000658687,23.892,72.637,-1.545
WBGene00003969,pef-1,0.337840743116706,39.328,0.000,5.297
WBGene00006638,tsp-12,0.337840743116706,37.397,0.000,5.225
WBGene00007824,C30H6.7,0.337840743116706,37.489,0.000,5.228
WBGene00020208,T04C4.1,0.338196369024086,85.760,125.950,-0.538
WBGene00019546,glct-6,0.338697191200777,362.986,157.085,1.199
WBGene00001748,gsp-2,0.338908644955922,168.103,306.243,-0.857
WBGene00004746,sdc-2,0.338908644955922,48.438,92.553,-0.905
WBGene00006914,vha-5,0.338908644955922,1012.302,1624.881,-0.681
WBGene00006937,wah-1,0.338908644955922,70.195,76.438,-0.103
WBGene00007333,ufd-3,0.338908644955922,25.457,115.986,-2.132
WBGene00015918,C17G10.6,0.338908644955922,59.853,165.397,-1.443
WBGene00018967,ddx-15,0.338908644955922,44.460,107.627,-1.243
WBGene00022538,ZC190.4,0.338908644955922,99.254,25.045,1.930
WBGene00000187,arl-1,0.339597816338313,33.758,77.784,-1.162
WBGene00001145,eat-16,0.339597816338313,25.863,57.234,-1.091
WBGene00001332,eri-1,0.339597816338313,34.438,3.573,2.913
WBGene00004464,rpn-8,0.339597816338313,67.675,85.863,-0.322
WBGene00004501,rpt-1,0.339597816338313,49.125,135.405,-1.434
WBGene00006649,tth-1,0.339597816338313,48.790,114.719,-1.204
WBGene00006757,unc-18,0.339597816338313,49.999,94.149,-0.884
WBGene00011036,edc-3,0.339597816338313,20.692,61.543,-1.504
WBGene00011502,vps-53,0.339597816338313,17.954,68.731,-1.858
WBGene00011932,sptl-3,0.339597816338313,22.109,60.503,-1.389
WBGene00012458,ash-2,0.339597816338313,23.424,41.332,-0.759
WBGene00013025,vha-13,0.339597816338313,1096.757,1869.277,-0.768
WBGene00013688,riok-2,0.339597816338313,36.091,0.000,5.174
WBGene00016059,C24G6.2,0.339597816338313,432.893,606.886,-0.484
WBGene00020604,T20B12.7,0.339597816338313,59.088,122.489,-1.027
WBGene00022253,hrpf-2,0.339597816338313,16.138,65.037,-1.924
WBGene00000902,daf-6,0.340114708638146,150.834,213.580,-0.492
WBGene00004508,rrf-1,0.340114708638146,40.873,89.399,-1.094
WBGene00010513,K02E11.4,0.340114708638146,1505.603,713.790,1.075
WBGene00021876,Y54G2A.11,0.340114708638146,52.456,166.914,-1.643
WBGene00002210,kin-29,0.341740919800595,118.798,222.987,-0.896
WBGene00004254,pxf-1,0.341740919800595,40.202,91.217,-1.147
WBGene00004389,rnp-6,0.341740919800595,46.262,110.311,-1.223
WBGene00004457,rpm-1,0.341740919800595,74.341,220.972,-1.552
WBGene00007350,sucl-1,0.341740919800595,50.427,155.596,-1.597
WBGene00008441,usp-50,0.341740919800595,42.208,0.000,5.399
WBGene00008920,eef-1G,0.341740919800595,880.575,1096.083,-0.314
WBGene00010405,erfa-3,0.341740919800595,106.506,251.011,-1.223
WBGene00011060,R06C1.6,0.341740919800595,32.305,0.000,5.014
WBGene00011144,R08D7.4,0.341740919800595,34.120,0.000,5.093
WBGene00011408,T04A8.6,0.341740919800595,29.525,0.000,4.884
WBGene00011510,pdha-1,0.341740919800595,44.962,89.819,-0.967
WBGene00016235,C29H12.2,0.341740919800595,38.100,70.408,-0.849
WBGene00017158,hpo-10,0.341740919800595,38.152,0.000,5.254
WBGene00018953,F56C9.10,0.341740919800595,204.368,437.591,-1.091
WBGene00021698,frl-1,0.341740919800595,83.922,159.973,-0.914
WBGene00022235,sqd-1,0.341740919800595,377.383,174.453,1.105
WBGene00022300,Y76B12C.6,0.341740919800595,20.852,25.328,-0.213
WBGene00022703,ubxn-4,0.341740919800595,40.962,86.565,-1.045
WBGene00006996,zyg-11,0.34263954266453,26.914,27.307,0.032
WBGene00018060,arrd-18,0.342826066114032,28.765,0.000,4.846
WBGene00019220,pfd-2,0.342826066114032,24.291,58.313,-1.205
WBGene00021561,Y45G5AM.9,0.342826066114032,24.886,55.829,-1.109
WBGene00014098,ZK836.2,0.343446476259614,34.574,87.171,-1.293
WBGene00020891,T28C12.4,0.343446476259614,35.920,72.742,-0.978
WBGene00022722,ZK370.8,0.343446476259614,30.773,85.273,-1.424
WBGene00013168,arp-1,0.343626078409213,56.197,81.828,-0.517
WBGene00002203,kin-20,0.344053798375988,177.428,324.630,-0.863
WBGene00000739,col-166,0.344589924077016,22.540,47.943,-1.026
WBGene00016264,C30F12.5,0.344589924077016,85.951,221.051,-1.346
WBGene00012730,xrn-1,0.345405684787517,57.204,128.808,-1.146
WBGene00007105,B0035.1,0.346170302967136,28.355,14.421,0.879
WBGene00002249,lap-1,0.34637711347451,46.866,126.379,-1.401
WBGene00006786,unc-51,0.34637711347451,46.941,51.033,-0.090
WBGene00010317,idh-1,0.346993617145828,251.593,555.821,-1.138
WBGene00000840,cul-5,0.347125331700257,107.394,159.323,-0.556
WBGene00003950,pbs-4,0.347156312052771,36.115,10.893,1.603
WBGene00015561,C07A12.7,0.348368359178891,85.531,17.396,2.217
WBGene00010964,ctc-1,0.348805056323374,3136.106,3229.862,-0.042
WBGene00016244,C30B5.2,0.348805056323374,23.534,24.096,0.026
WBGene00000983,dhs-20,0.348983575354483,59.013,133.757,-1.156
WBGene00006352,sur-6,0.348983575354483,63.211,76.492,-0.252
WBGene00010985,R03A10.5,0.348983575354483,22.800,45.106,-0.922
WBGene00020169,mmaa-1,0.348983575354483,18.384,48.577,-1.325
WBGene00001582,gfi-2,0.349071421318371,168.642,377.825,-1.155
WBGene00003868,ooc-3,0.349071421318371,79.773,14.821,2.334
WBGene00004465,rpn-9,0.349071421318371,49.552,169.022,-1.741
WBGene00006611,tre-5,0.349071421318371,665.276,493.550,0.428
WBGene00021549,Y44E3A.4,0.349071421318371,92.233,28.419,1.649
WBGene00008720,F12F6.1,0.349402163023256,43.588,114.401,-1.359
WBGene00018482,F45F2.10,0.351445696320623,84.899,14.652,2.439
WBGene00008745,F13E6.1,0.352453278271839,184.876,10.719,3.980
WBGene00009406,F35C11.7,0.352900161406779,539.420,272.309,0.981
WBGene00015953,C18B2.2,0.352900161406779,58.366,46.936,0.284
WBGene00020275,atp-4,0.353118313700768,174.125,57.317,1.578
WBGene00009534,F38B7.3,0.353297310841663,55.027,32.921,0.698
WBGene00004259,pyr-1,0.353548094380094,47.228,88.045,-0.868
WBGene00006367,sym-2,0.353548094380094,326.517,189.137,0.780
WBGene00010326,F59C6.5,0.353548094380094,47.900,69.863,-0.515
WBGene00009052,ekl-1,0.355792028509625,16.025,20.001,-0.232
WBGene00013730,sql-1,0.355792028509625,233.363,307.231,-0.391
WBGene00020709,T23B3.1,0.355792028509625,20.383,18.607,0.056
WBGene00021697,gcn-1,0.356066578960253,217.237,191.026,0.178
WBGene00003821,nst-1,0.356128240459422,86.613,27.307,1.613
WBGene00004016,phf-5,0.356128240459422,158.467,52.545,1.565
WBGene00021956,Y57E12AL.1,0.356128240459422,19.149,57.433,-1.511
WBGene00022388,Y95B8A.8,0.356128240459422,22.402,72.635,-1.634
WBGene00021637,Y47G6A.7,0.357066800105751,49.908,31.715,0.609
WBGene00019510,K07H8.10,0.357180035069399,350.209,581.610,-0.728
WBGene00021316,Y32H12A.8,0.357180035069399,226.267,448.892,-0.982
WBGene00003622,nhr-23,0.35776204966558,15.327,36.973,-1.179
WBGene00017855,F27C1.6,0.35776204966558,94.792,186.310,-0.960
WBGene00003123,mag-1,0.358648790850197,59.579,13.509,2.038
WBGene00022767,ZK563.2,0.359605895665568,570.793,256.623,1.148
WBGene00004087,ppk-1,0.360275633465866,34.927,74.635,-1.055
WBGene00004411,rpc-1,0.361733614903925,42.318,70.718,-0.707
WBGene00017804,F26A1.6,0.361756106708888,35.696,116.315,-1.664
WBGene00018150,epg-4,0.361756106708888,16.857,24.846,-0.477
WBGene00004681,rsd-2,0.3623912868116,29.376,104.980,-1.789
WBGene00016115,mdt-26,0.362528445392544,81.141,177.818,-1.114
WBGene00003818,nsf-1,0.364323507428827,73.331,245.008,-1.721
WBGene00004311,ras-2,0.364323507428827,276.623,186.393,0.562
WBGene00007216,C01A2.4,0.364323507428827,20.056,58.275,-1.469
WBGene00008491,bgnt-1.1,0.364323507428827,37.505,102.369,-1.411
WBGene00009562,flp-22,0.364323507428827,88.335,13.610,2.596
WBGene00009996,F53F4.14,0.364323507428827,21.768,78.052,-1.777
WBGene00010478,K01G5.5,0.364323507428827,56.765,123.417,-1.095
WBGene00012193,vps-25,0.364323507428827,37.238,125.491,-1.714
WBGene00012973,spat-2,0.364323507428827,133.900,171.206,-0.344
WBGene00013969,tep-1,0.364323507428827,561.643,895.017,-0.670
WBGene00014066,rev-1,0.364323507428827,13.826,43.022,-1.537
WBGene00014096,ZK829.7,0.364323507428827,79.082,244.148,-1.608
WBGene00014124,usip-1,0.364323507428827,32.843,113.379,-1.744
WBGene00016157,C27A12.7,0.364323507428827,36.181,108.956,-1.551
WBGene00016614,trpp-12,0.364323507428827,17.683,53.012,-1.505
WBGene00017217,F07F6.4,0.364323507428827,144.595,290.578,-0.997
WBGene00017515,F16F9.4,0.364323507428827,37.696,12.152,1.519
WBGene00017868,slc-28.2,0.364323507428827,39.935,40.646,0.010
WBGene00017951,panl-2,0.364323507428827,29.257,143.404,-2.245
WBGene00018156,ncbp-1,0.364323507428827,18.900,55.862,-1.489
WBGene00018836,F54F2.9,0.364323507428827,124.502,56.838,1.106
WBGene00021882,nprt-1,0.364323507428827,263.065,378.627,-0.520
WBGene00004357,rho-1,0.365397859974451,421.910,655.882,-0.633
WBGene00000380,cct-5,0.366311851086049,382.206,545.222,-0.509
WBGene00007752,wdfy-3,0.366878518899445,118.713,192.730,-0.687
WBGene00001333,erm-1,0.367436763857903,72.731,167.194,-1.181
WBGene00001025,dnj-7,0.368073967654299,250.760,273.267,-0.118
WBGene00001994,hpk-1,0.368487811945971,384.020,674.074,-0.808
WBGene00004378,rme-8,0.368487811945971,305.289,497.449,-0.700
WBGene00004121,ptrn-1,0.369295224025304,38.313,82.433,-1.068
WBGene00004201,prx-19,0.369295224025304,32.547,129.451,-1.948
WBGene00004767,sel-10,0.369530215120658,24.466,78.154,-1.618
WBGene00003085,ccar-1,0.369583605150926,87.693,169.493,-0.934
WBGene00004214,ptp-2,0.369583605150926,34.817,110.687,-1.628
WBGene00004375,rme-4,0.371428108506288,70.890,167.999,-1.225
WBGene00022037,acs-13,0.371428108506288,73.969,176.846,-1.238
WBGene00007707,C25A1.5,0.371495838821342,56.275,0.000,5.814
WBGene00004461,rpn-5,0.372750164433321,65.181,191.518,-1.533
WBGene00206373,C27A2.12,0.372918991565792,381.980,367.547,0.052
WBGene00000410,cdk-9,0.373142156313871,13.452,45.985,-1.670
WBGene00006780,unc-44,0.373478743914545,617.769,915.895,-0.566
WBGene00009164,hrdl-1,0.373478743914545,58.058,12.092,2.149
WBGene00009575,F40F8.1,0.373478743914545,170.088,160.132,0.078
WBGene00021660,Y48G1A.4,0.373478743914545,21.924,60.879,-1.409
WBGene00022306,hxk-3,0.373478743914545,24.654,55.612,-1.116
WBGene00003926,pas-5,0.37372878160123,49.046,139.879,-1.483
WBGene00004701,rsp-4,0.37372878160123,41.585,137.280,-1.689
WBGene00012982,jmjd-2,0.37372878160123,84.990,148.978,-0.793
WBGene00018892,cir-1,0.37372878160123,36.660,120.617,-1.679
WBGene00012988,ztf-22,0.373729243286923,59.289,0.000,5.890
WBGene00011717,T11G6.2,0.374218751959403,29.755,42.173,-0.455
WBGene00022463,elpc-1,0.374372015787656,79.899,21.511,1.828
WBGene00021816,Y53G8AR.9,0.376315881899525,44.363,3.573,3.278
WBGene00006768,unc-32,0.376499216368948,138.808,232.085,-0.731
WBGene00011306,R186.3,0.376499216368948,49.446,10.719,2.077
WBGene00004131,pqn-44,0.376846866110885,615.123,1104.217,-0.842
WBGene00010514,K02E11.5,0.377051735545361,1024.243,1433.657,-0.484
WBGene00001628,gly-3,0.379822346103793,100.220,143.447,-0.503
WBGene00001684,gpd-2,0.379822346103793,235.822,475.588,-1.006
WBGene00014081,ZK795.1,0.379822346103793,80.386,86.770,-0.092
WBGene00021004,W03F9.10,0.379822346103793,45.817,118.192,-1.336
WBGene00004682,rsd-3,0.380318965363785,133.383,207.018,-0.623
WBGene00012243,W04D2.4,0.380318965363785,29.241,92.975,-1.620
WBGene00018890,F55F8.2,0.380318965363785,28.314,87.482,-1.577
WBGene00021276,Y23H5B.5,0.380318965363785,47.541,34.838,0.408
WBGene00005063,sra-37,0.381372389952041,29.813,0.000,4.898
WBGene00001516,gap-2,0.381421871907132,207.786,264.510,-0.341
WBGene00003928,pas-7,0.381706653614504,80.577,167.726,-1.040
WBGene00000277,cab-1,0.381837786943798,1136.108,1754.514,-0.626
WBGene00003617,nhr-18,0.382275061543283,30.025,14.073,0.994
WBGene00008687,F11A10.6,0.382639686537431,37.944,0.000,5.246
WBGene00004705,rsp-8,0.384769697938313,80.842,147.684,-0.852
WBGene00001037,dnj-19,0.385084449815012,400.546,651.458,-0.698
WBGene00003647,nhr-57,0.386205302384145,33.108,107.187,-1.652
WBGene00007718,otub-1,0.386205302384145,44.295,0.000,5.469
WBGene00008887,tbcd-1,0.386205302384145,30.719,109.092,-1.782
WBGene00009771,F46B6.6,0.386205302384145,38.466,0.000,5.265
WBGene00009992,F53F4.10,0.386205302384145,34.585,0.000,5.112
WBGene00011970,rlbp-1,0.386205302384145,26.800,102.556,-1.883
WBGene00015155,B0353.1,0.386205302384145,39.164,14.652,1.323
WBGene00017563,F18C5.10,0.386205302384145,32.007,0.000,5.000
WBGene00018612,disl-2,0.386205302384145,32.902,74.707,-1.140
WBGene00019645,swt-7,0.386205302384145,37.102,0.000,5.213
WBGene00008646,F10C2.5,0.386230612512733,82.674,11.719,2.700
WBGene00003053,lmp-1,0.38733739056199,241.174,141.579,0.758
WBGene00003073,lars-1,0.387485430793433,245.773,124.289,0.972
WBGene00014258,ZK1320.9,0.387485430793433,34.425,0.000,5.105
WBGene00018756,F53C3.13,0.387485430793433,489.129,320.403,0.606
WBGene00001620,glt-1,0.389573819312639,29.067,0.000,4.861
