Table S7: Differential expression test results for the identification of cell type enriched genes. ,,,,,,,,
gene_id,symbol,max.cell.type,max.cell.type.expr,cell.type.2,cell.type.2.expr,ratio,pval,qval
WBGene00015367,srt-64,Ciliated_sensory_neurons,43.64,Somatic_gonad_precursors,4.21,8.37,0.0786627293966746,0.285275935033313
WBGene00044406,F02A9.7,GABAergic_neurons,117.33,Cholinergic_neurons,40.04,2.86,0.0786686634520359,0.285275935033313
WBGene00021850,Y54F10AM.6,Socket_cells,204.82,Excretory_cells,84.59,2.39,0.078821500482557,0.285779044228566
WBGene00008906,oac-17,Seam_cells,3.77,Non-seam_hypodermis,0.50,2.51,0.078862924152421,0.285875342580996
WBGene00017973,ift-81,Ciliated_sensory_neurons,389.42,Oxygen_sensory_neurons,215.67,1.80,0.0788762661464906,0.285875342580996
WBGene00008799,F14E5.1,Intestine,12.92,Seam_cells,5.92,1.87,0.078898454647459,0.28590464321749
WBGene00004390,rnp-7,Canal_associated_neurons,401.34,Germline,322.96,1.24,0.0790861560894406,0.286533596083834
WBGene00018377,hum-10,Pharyngeal_muscle,36.62,Pharyngeal_epithelia,9.59,3.46,0.0791739456023873,0.286772070116244
WBGene00195155,W04A8.9,Germline,1.48,Seam_cells,0.13,1.31,0.0791802711479758,0.286772070116244
WBGene00011296,glb-21,Oxygen_sensory_neurons,77.04,Cholinergic_neurons,18.83,3.89,0.079229741762272,0.286899981290285
WBGene00018567,F47E1.3,Pharyngeal_epithelia,140.95,Pharyngeal_neurons,57.57,2.41,0.0792465567690819,0.286909618193617
WBGene00015527,C06E2.1,Ciliated_sensory_neurons,206.55,Rectum,66.51,3.06,0.0792734645926826,0.286955785849691
WBGene00015282,C01B10.8,Germline,100.23,Vulval_precursors,96.46,1.03,0.0793453548452643,0.287164736309294
WBGene00004348,rgs-5,Other_interneurons,179.20,Distal_tip_cells,75.82,2.33,0.0794751073023564,0.287582988240997
WBGene00000901,daf-5,Ciliated_sensory_neurons,828.03,Oxygen_sensory_neurons,555.59,1.49,0.0796657441556346,0.288221363515772
WBGene00009595,F40F12.7,Intestine,48.40,Coelomocytes,7.24,5.88,0.0796804923795229,0.288223279983103
WBGene00005698,sru-35,GABAergic_neurons,11.01,Non-seam_hypodermis,0.59,6.94,0.0797067630193658,0.288240736440635
WBGene00007264,C02F4.4,Rectum,242.27,Non-seam_hypodermis,78.37,3.05,0.0797137570167333,0.288240736440635
WBGene00000964,dhp-2,Body_wall_muscle,84.93,Excretory_cells,12.39,6.34,0.0797782437091751,0.288390326661608
WBGene00012826,dyf-19,Ciliated_sensory_neurons,219.42,Oxygen_sensory_neurons,102.28,2.12,0.0798683410650655,0.288645238318763
WBGene00021362,Y37E11AL.6,Touch_receptor_neurons,1102.26,Other_interneurons,766.40,1.44,0.07989144796853,0.288677280172918
WBGene00018899,F55G1.1,Pharyngeal_muscle,26.14,Pharyngeal_epithelia,2.89,6.72,0.0799372880807072,0.288739979808271
WBGene00019141,bath-5,Germline,40.91,Pharyngeal_gland,7.00,5.12,0.0799241497504935,0.288739979808271
WBGene00008174,C48B4.11,Germline,161.19,Pharyngeal_epithelia,91.30,1.75,0.0799909604572767,0.288882372960887
WBGene00021524,Y41D4B.24,Cholinergic_neurons,35.06,Ciliated_sensory_neurons,11.05,2.91,0.0800211359101289,0.288888414253646
WBGene00009424,F35E8.13,flp-1(+)_interneurons,12.13,Intestine,3.61,2.63,0.0801711124750428,0.289116395743873
WBGene00013877,ZC376.6,Germline,177.61,Somatic_gonad_precursors,113.02,1.56,0.080168211661396,0.289116395743873
WBGene00008787,F14B6.6,Intestine,23.11,Sex_myoblasts,1.85,8.09,0.0802611863099358,0.289251188323481
WBGene00000231,atx-2,Intestine,364.95,Germline,263.80,1.38,0.0802928536676153,0.289251188323481
WBGene00007137,B0285.4,GABAergic_neurons,36.94,Germline,28.15,1.27,0.0802911377561065,0.289251188323481
WBGene00002855,let-721,Body_wall_muscle,278.16,Intestine,223.48,1.24,0.0802896539523614,0.289251188323481
WBGene00000475,cey-4,Germline,1151.21,Intestinal/rectal_muscle,877.44,1.31,0.0803230086212306,0.28930840578553
WBGene00008833,F14H8.2,Coelomocytes,3.03,Body_wall_muscle,0.19,2.55,0.0806319818895108,0.290215004418017
WBGene00009101,F25B3.4,Coelomocytes,92.04,Ciliated_sensory_neurons,39.68,2.26,0.0806179580639138,0.290215004418017
WBGene00016700,C46A5.4,Socket_cells,206.71,Non-seam_hypodermis,120.27,1.70,0.0807101983387603,0.290444954824252
WBGene00003878,pept-3,Canal_associated_neurons,784.03,Oxygen_sensory_neurons,443.12,1.77,0.0808495243331319,0.290894694312552
WBGene00001171,egl-2,Oxygen_sensory_neurons,1159.93,Ciliated_sensory_neurons,768.15,1.51,0.0809691019430353,0.291173505145164
WBGene00013643,Y105C5A.24,Intestine,34.39,Pharyngeal_gland,1.13,16.18,0.0809922827385901,0.291201589818013
WBGene00016667,C45E5.4,Pharyngeal_epithelia,341.28,Pharyngeal_muscle,188.86,1.80,0.0811463588208635,0.291600397032037
WBGene00002142,inx-20,Pharyngeal_muscle,49.87,Pharyngeal_epithelia,9.41,4.79,0.0811910859198871,0.291709412031555
WBGene00006769,unc-33,Oxygen_sensory_neurons,1014.41,Touch_receptor_neurons,615.68,1.64,0.081218918501739,0.291757699264354
WBGene00001123,dyf-7,Oxygen_sensory_neurons,43.03,Am/PH_sheath_cells,4.77,7.45,0.0814035837762998,0.292265683090572
WBGene00015461,C05C8.2,Germline,134.63,Somatic_gonad_precursors,102.38,1.30,0.0813963601324793,0.292265683090572
WBGene00020256,T05C3.6,Coelomocytes,47.84,Intestine,27.31,1.69,0.0814829514206773,0.292498832698521
WBGene00015623,C09B8.4,Pharyngeal_muscle,17.47,Body_wall_muscle,6.89,2.21,0.0815043745059457,0.292523933358716
WBGene00010542,K03H1.7,Germline,18.47,Somatic_gonad_precursors,7.34,2.21,0.0817844245885555,0.293283165581457
WBGene00000058,acr-19,Pharyngeal_neurons,253.39,Cholinergic_neurons,116.60,2.15,0.0817870845156121,0.293283165581457
WBGene00016585,oac-59,Intestine,209.58,Am/PH_sheath_cells,116.88,1.78,0.0817882558843657,0.293283165581457
WBGene00011251,glb-22,Cholinergic_neurons,329.36,GABAergic_neurons,175.72,1.86,0.081868173142406,0.293517817079892
WBGene00014090,ZK822.2,Pharyngeal_gland,625.33,Am/PH_sheath_cells,441.81,1.41,0.0819305821102711,0.293689625102972
WBGene00021354,fpn-1.1,Pharyngeal_epithelia,135.59,Intestine,95.01,1.41,0.0819729063843303,0.293697056461646
WBGene00001386,far-2,Intestinal/rectal_muscle,4769.22,Body_wall_muscle,4053.04,1.18,0.0819761208356763,0.293697056461646
WBGene00016918,test-1,Distal_tip_cells,841.27,Body_wall_muscle,610.02,1.38,0.081994503645209,0.293711006077404
WBGene00044536,F14F9.8,Excretory_cells,333.73,Socket_cells,142.11,2.33,0.0820204215292416,0.293751937247219
WBGene00022373,mrpl-15,Excretory_cells,96.72,Germline,68.08,1.40,0.0820500807524564,0.293806251003894
WBGene00194916,F35D2.6,Pharyngeal_epithelia,33.38,Cholinergic_neurons,7.87,3.76,0.082170311575974,0.294184808540546
WBGene00007082,acs-10,Am/PH_sheath_cells,11.00,Vulval_precursors,1.48,4.43,0.0822470091494769,0.294335776955832
WBGene00020822,T26A5.6,Touch_receptor_neurons,148.78,Germline,117.36,1.26,0.0822560394876814,0.294335776955832
WBGene00007668,C18B12.6,Canal_associated_neurons,187.85,Am/PH_sheath_cells,83.63,2.22,0.0825572996497331,0.295309514946134
WBGene00012522,Y32B12B.2,Germline,274.54,Somatic_gonad_precursors,204.39,1.34,0.0825528576038613,0.295309514946134
WBGene00012000,T24H10.1,Canal_associated_neurons,58.80,Germline,54.83,1.05,0.082626712131028,0.295505660128453
WBGene00003238,mig-1,GABAergic_neurons,528.38,Sex_myoblasts,347.28,1.52,0.0826561697929358,0.295558867149868
WBGene00019382,K04C2.5,Non-seam_hypodermis,9.63,Seam_cells,1.81,3.42,0.082701808333899,0.295669904186326
WBGene00019619,asp-14,Intestine,37.22,Coelomocytes,12.17,2.83,0.0828681979432137,0.296160303333372
WBGene00007017,mdt-17,Germline,182.81,Somatic_gonad_precursors,128.49,1.41,0.0828673349184706,0.296160303333372
WBGene00013595,atg-4.1,Other_interneurons,214.14,Distal_tip_cells,70.21,3.01,0.0829782444774437,0.296501320959327
WBGene00010422,H32K16.2,Non-seam_hypodermis,9.37,Intestine,0.73,5.41,0.0830036832872793,0.29653994781749
WBGene00021253,Y22D7AL.15,Intestine,33.91,Rectum,5.19,5.48,0.0831323731697925,0.296867146976496
WBGene00009452,F36A2.2,Germline,204.08,Somatic_gonad_precursors,138.17,1.47,0.0831189239226661,0.296867146976496
WBGene00023484,Y54G2A.37,Seam_cells,1.18,Germline,0.58,0.75,0.0831414766298163,0.296867146976496
WBGene00017888,acl-11,Somatic_gonad_precursors,73.51,Germline,48.76,1.48,0.0833097490879411,0.297371354774019
WBGene00006902,vet-6,flp-1(+)_interneurons,17.93,Non-seam_hypodermis,0.68,10.69,0.0834109995252647,0.297680347073352
WBGene00021056,W06B4.1,Germline,70.48,Socket_cells,17.25,3.86,0.0834481128933799,0.297760376071414
WBGene00003558,nca-2,flp-1(+)_interneurons,1182.19,Oxygen_sensory_neurons,718.66,1.64,0.0835212043425834,0.297783432222124
WBGene00017226,fbxa-53,Intestine,22.77,Non-seam_hypodermis,1.73,8.35,0.0836691572069159,0.298210769332852
WBGene00013041,pstk-1,Somatic_gonad_precursors,13.62,Germline,5.36,2.14,0.0836773151776067,0.298210769332852
WBGene00008512,F01G10.10,Socket_cells,402.42,Rectum,193.62,2.07,0.0837887918044502,0.298555563133769
WBGene00015954,C18B2.3,Intestinal/rectal_muscle,287.69,Body_wall_muscle,233.71,1.23,0.0838490089057101,0.298717620303629
WBGene00021176,Y9C9A.1,Body_wall_muscle,12.06,Ciliated_sensory_neurons,1.15,5.61,0.0838700126708929,0.298739944974815
WBGene00012832,dmd-3,Touch_receptor_neurons,15.35,Seam_cells,0.71,8.97,0.0840271728486106,0.299247157556954
WBGene00021898,Y54G2A.36,Germline,34.18,Somatic_gonad_precursors,8.72,3.52,0.0840806365282569,0.29927982143359
WBGene00018867,F55A12.10,Canal_associated_neurons,91.32,Germline,57.63,1.56,0.0840748322005087,0.29927982143359
WBGene00022748,oaz-1,Oxygen_sensory_neurons,862.00,flp-1(+)_interneurons,514.92,1.67,0.0841004003524079,0.299297615088424
WBGene00022499,set-30,Body_wall_muscle,417.29,Pharyngeal_muscle,259.11,1.60,0.0841728106711032,0.299397621532538
WBGene00020045,glb-23,Cholinergic_neurons,186.58,Oxygen_sensory_neurons,83.43,2.21,0.0841945572975149,0.299422433504899
WBGene00021430,Y38F2AR.12,Intestine,140.45,Non-seam_hypodermis,58.23,2.37,0.0842269588588295,0.299485122439455
WBGene00014122,ZK863.1,Ciliated_sensory_neurons,51.67,flp-1(+)_interneurons,6.98,6.48,0.0843333688460078,0.299663405448969
WBGene00019388,K04F1.9,Ciliated_sensory_neurons,14.62,Seam_cells,5.68,2.19,0.0843362304812968,0.299663405448969
WBGene00004034,pkc-3,Germline,114.65,Canal_associated_neurons,111.99,1.01,0.0843214680787932,0.299663405448969
WBGene00018016,lrr-1,Germline,97.49,Vulval_precursors,46.25,2.06,0.0847101595677046,0.300886568178893
WBGene00010793,LLC1.2,Intestine,101.17,Socket_cells,24.43,3.98,0.0847516038636039,0.30098103747707
WBGene00012735,sptf-3,Ciliated_sensory_neurons,333.43,Cholinergic_neurons,211.94,1.57,0.0847719722536868,0.301000639263353
WBGene00022766,cblc-1,Other_interneurons,279.37,Cholinergic_neurons,149.77,1.85,0.0850701759536667,0.30189801020415
WBGene00006460,ppm-1,Germline,404.81,GABAergic_neurons,276.38,1.46,0.0851821293204206,0.302192324720729
WBGene00016551,C40A11.8,Germline,12.46,Pharyngeal_muscle,0.93,6.47,0.0852539961224332,0.302341454758195
WBGene00000030,abu-7,Pharyngeal_epithelia,240.97,Pharyngeal_muscle,140.74,1.70,0.0852469752824309,0.302341454758195
WBGene00044530,F32D1.11,Intestine,437.83,Rectum,272.44,1.60,0.0852700440507262,0.302345471917487
WBGene00010038,rheb-1,Germline,76.75,Intestine,45.78,1.64,0.0852921303522769,0.302370894433544
WBGene00000868,cyb-3,Germline,162.64,Somatic_gonad_precursors,136.81,1.18,0.0853490882401365,0.302467022327938
WBGene00004319,rbr-2,Ciliated_sensory_neurons,800.55,Oxygen_sensory_neurons,549.24,1.45,0.0854591877496525,0.302804264092502
WBGene00001719,grl-10,Rectum,103.41,Seam_cells,39.04,2.58,0.0855219846280675,0.302973811673463
WBGene00017357,F10E9.5,Germline,98.84,Socket_cells,30.87,3.10,0.0855583394947686,0.303042570795727
WBGene00009661,patr-1,Germline,554.86,Distal_tip_cells,361.52,1.53,0.0855712927450418,0.303042570795727
WBGene00008663,eak-6,Pharyngeal_neurons,55.32,Ciliated_sensory_neurons,5.40,8.65,0.0855890845518144,0.303052634576389
WBGene00011137,R08A2.7,Oxygen_sensory_neurons,183.47,Ciliated_sensory_neurons,71.71,2.52,0.0856274758427937,0.30313562046966
WBGene00016403,grsp-3,Non-seam_hypodermis,22.07,Seam_cells,9.50,2.10,0.0856905081562505,0.303305795501197
WBGene00009471,F36D3.5,Excretory_cells,60.59,Intestine,6.24,8.37,0.085706341560442,0.303308877404281
WBGene00003788,npp-2,Germline,197.25,Somatic_gonad_precursors,144.91,1.35,0.0857962318404778,0.303550497384059
WBGene00019946,chat-1,Distal_tip_cells,553.36,Pharyngeal_epithelia,247.47,2.23,0.0858973957353593,0.303825878372268
WBGene00006812,unc-80,Cholinergic_neurons,4794.25,Pharyngeal_neurons,3818.47,1.26,0.0859566537389298,0.303929413560413
WBGene00007342,C05D12.5,Intestine,18.12,Pharyngeal_muscle,1.88,6.28,0.0860059012933531,0.304050510135605
WBGene00195143,C16D2.2,GABAergic_neurons,215.23,Ciliated_sensory_neurons,97.69,2.18,0.086042820852138,0.304127989798376
WBGene00017141,EEED8.13,Germline,14.35,Intestinal/rectal_muscle,0.00,14.35,0.0861831451890596,0.304570874499203
WBGene00006691,twk-40,Cholinergic_neurons,155.94,Other_interneurons,68.19,2.25,0.0862326685434621,0.304692770445271
WBGene00206515,T28C6.11,Pharyngeal_muscle,60.61,Cholinergic_neurons,4.58,10.86,0.0862510377856531,0.304704563777096
WBGene00012469,Y17G7B.18,Germline,103.03,GABAergic_neurons,44.12,2.28,0.0863162722094234,0.304775675658809
WBGene00189961,Y54G2A.57,Oxygen_sensory_neurons,24.47,Vulval_precursors,1.47,9.91,0.0863467581375402,0.304819657836866
WBGene00007282,clec-223,GABAergic_neurons,15.72,Am/PH_sheath_cells,5.22,2.53,0.0863704491015417,0.304819657836866
WBGene00015249,otub-4,Canal_associated_neurons,157.93,Germline,118.92,1.32,0.086373840196091,0.304819657836866
WBGene00007386,C06H2.2,Canal_associated_neurons,73.11,Germline,62.41,1.15,0.0865366338838561,0.305234749514468
WBGene00015766,C14C11.2,Germline,41.18,Other_interneurons,8.09,4.53,0.0866350014111141,0.3055285514274
WBGene00195070,C16C8.20,Germline,36.00,Pharyngeal_muscle,4.64,6.38,0.0866852524236621,0.305552034428835
WBGene00016310,C32D5.1,Pharyngeal_epithelia,72.03,Pharyngeal_muscle,21.72,3.17,0.0866777389854616,0.305552034428835
WBGene00000794,crn-1,Germline,160.58,Somatic_gonad_precursors,113.65,1.40,0.0866868802723215,0.305552034428835
WBGene00017045,atg-13,GABAergic_neurons,239.08,Socket_cells,102.93,2.30,0.0868037823149173,0.305910895567748
WBGene00022762,ZK546.5,Germline,132.61,Canal_associated_neurons,41.22,3.14,0.0869167616942197,0.30625581023875
WBGene00000165,aps-3,Canal_associated_neurons,91.77,Somatic_gonad_precursors,29.90,2.97,0.0869748373981516,0.306383139319781
WBGene00020451,fbxa-11,Oxygen_sensory_neurons,54.27,Somatic_gonad_precursors,34.03,1.55,0.0869831269688392,0.306383139319781
WBGene00007644,C17E4.4,Germline,13.39,Am/PH_sheath_cells,1.26,5.94,0.0871276312641854,0.306838813995188
WBGene00022685,ZK250.2,Germline,7.07,Pharyngeal_epithelia,0.18,5.99,0.0872607310369676,0.307254173849291
WBGene00017456,F14D2.8,Germline,43.39,flp-1(+)_interneurons,4.87,7.39,0.0873280325752172,0.307384363315199
WBGene00008412,D2030.2,Excretory_cells,136.68,Intestine,99.19,1.36,0.0873220324640835,0.307384363315199
WBGene00015678,mcp-1,Oxygen_sensory_neurons,399.83,Cholinergic_neurons,216.66,1.84,0.0873851553483957,0.307532028483911
WBGene00006374,syx-4,Germline,39.26,Distal_tip_cells,2.83,10.25,0.0875360727365976,0.308009673744761
WBGene00021596,spsb-2,Socket_cells,80.10,Cholinergic_neurons,23.50,3.27,0.0875566111203194,0.30802847345019
WBGene00012813,Y43F8B.2,Touch_receptor_neurons,842.23,Cholinergic_neurons,589.40,1.43,0.0875969222153235,0.308116815933858
WBGene00011970,rlbp-1,Excretory_cells,110.66,Intestine,108.34,1.01,0.0876303489659225,0.308180916705103
WBGene00004111,pqn-21,Canal_associated_neurons,351.53,Somatic_gonad_precursors,238.69,1.47,0.0876574348743041,0.308222699451347
WBGene00015683,C10G8.4,Other_interneurons,6.12,Body_wall_muscle,0.78,3.43,0.0877076576561599,0.308345807899413
WBGene00019477,K07C11.4,Intestine,21.73,Somatic_gonad_precursors,11.84,1.69,0.0877230422599834,0.308346417487797
WBGene00003592,nfi-1,Germline,194.81,Distal_tip_cells,86.01,2.24,0.0877919369758412,0.308535082253342
WBGene00021611,nhr-238,Pharyngeal_muscle,102.76,Pharyngeal_epithelia,40.98,2.45,0.0879480897421058,0.308976729144233
WBGene00020040,R12E2.15,Non-seam_hypodermis,814.55,Rectum,497.94,1.63,0.0879827251518283,0.309044848648884
WBGene00018805,F54D10.4,Germline,20.72,Cholinergic_neurons,6.48,2.77,0.0880175350031868,0.30911355718115
WBGene00012269,W04G5.9,Other_interneurons,5.97,Body_wall_muscle,0.37,4.37,0.0880715443923692,0.30919609913019
WBGene00015224,B0507.7,Other_interneurons,39.44,Cholinergic_neurons,6.75,5.09,0.0881796303389044,0.309521954389598
WBGene00018711,F52G3.3,Oxygen_sensory_neurons,8.41,Seam_cells,1.00,4.21,0.0881962862485163,0.309526821077506
WBGene00018837,F54G2.1,Other_interneurons,4108.76,Touch_receptor_neurons,3189.04,1.29,0.0882638081606904,0.309656568920968
WBGene00022815,asic-1,Other_interneurons,533.81,GABAergic_neurons,315.56,1.69,0.0883235159536605,0.309812422892655
WBGene00010277,F58G6.7,Intestine,7.96,Seam_cells,0.32,6.02,0.0885271577125253,0.310266747694142
WBGene00011997,T24F1.5,Cholinergic_neurons,20.89,flp-1(+)_interneurons,2.72,5.61,0.0885115003656682,0.310266747694142
WBGene00007241,C01G10.16,Ciliated_sensory_neurons,69.78,Socket_cells,12.47,5.18,0.0884831427260772,0.310266747694142
WBGene00021158,Y4C6B.4,Non-seam_hypodermis,9.49,Am/PH_sheath_cells,3.98,1.91,0.0885295677895968,0.310266747694142
WBGene00000415,ced-1,Somatic_gonad_precursors,762.48,Vulval_precursors,535.90,1.42,0.0886371199589928,0.310589984215859
WBGene00007561,ccm-3,Socket_cells,61.37,Germline,39.25,1.52,0.0887443237833549,0.310858162677102
WBGene00010621,egg-6,Germline,326.99,Excretory_cells,168.78,1.93,0.0888306958274215,0.311061063707634
WBGene00007849,tbc-19,Pharyngeal_gland,689.02,Am/PH_sheath_cells,468.64,1.47,0.0889143387900394,0.311184834532612
WBGene00009949,F53A2.1,flp-1(+)_interneurons,343.54,Pharyngeal_neurons,156.02,2.19,0.0890520222852384,0.31150535698776
WBGene00008453,E02A10.3,Touch_receptor_neurons,640.78,flp-1(+)_interneurons,336.40,1.90,0.0890428400069645,0.31150535698776
WBGene00021980,glb-32,Pharyngeal_neurons,173.92,Canal_associated_neurons,55.96,3.05,0.0890761003527885,0.311535520636271
WBGene00000208,asc-1,Pharyngeal_neurons,90.93,Intestine,81.68,1.10,0.0890913824245703,0.311535520636271
WBGene00019202,H14N18.2,Excretory_cells,32.48,Coelomocytes,1.74,11.87,0.0891317326138965,0.311622861644756
WBGene00015756,C14C6.2,Intestine,28.03,Somatic_gonad_precursors,0.35,20.74,0.0892150590101678,0.311752880743857
WBGene00006778,unc-42,Cholinergic_neurons,153.00,flp-1(+)_interneurons,51.95,2.89,0.0892092080197411,0.311752880743857
WBGene00008216,mec-19,Touch_receptor_neurons,147.02,Rectum,29.93,4.75,0.089254219285751,0.311835966759989
WBGene00021678,Y48G1C.5,Germline,17.71,Coelomocytes,4.26,3.37,0.089354928788913,0.312134027482346
WBGene00010476,rnf-113,Oxygen_sensory_neurons,154.01,Germline,125.89,1.21,0.0896139729469976,0.312984983736835
WBGene00015395,nhr-147,Vulval_precursors,21.02,Non-seam_hypodermis,2.65,5.75,0.0896578301623247,0.313084216230919
WBGene00011957,T23F11.6,Intestinal/rectal_muscle,67.20,Pharyngeal_gland,19.85,3.22,0.0898171461901587,0.313586526080039
WBGene00008780,hxk-1,flp-1(+)_interneurons,1390.16,Touch_receptor_neurons,884.44,1.57,0.0900146583239675,0.314059748517237
WBGene00000074,adm-2,Canal_associated_neurons,453.07,Other_interneurons,249.74,1.81,0.0900629848041149,0.314174284110173
WBGene00021112,W09C3.4,Germline,38.90,Somatic_gonad_precursors,16.03,2.28,0.0901004154193005,0.314250777867282
WBGene00009722,F45D3.2,GABAergic_neurons,531.12,Canal_associated_neurons,304.89,1.74,0.0901504688115006,0.314371263250977
WBGene00015311,C01G5.9,Ciliated_sensory_neurons,27.41,Intestine,12.50,2.03,0.0902340335090236,0.314608547172586
WBGene00010012,saeg-1,Ciliated_sensory_neurons,2023.04,Oxygen_sensory_neurons,1532.34,1.32,0.0902504335709313,0.314611614602983
WBGene00020339,ttr-59,Non-seam_hypodermis,20.72,Other_interneurons,4.71,3.63,0.0903217489397651,0.314806081973518
WBGene00021709,ugt-29,Non-seam_hypodermis,68.71,Intestine,44.77,1.50,0.090466197098873,0.315255334603963
WBGene00017506,F16B4.4,Non-seam_hypodermis,326.61,Rectum,176.04,1.84,0.0905057377782334,0.315284724265779
