Table S9: Differential expression test results for anterior vs. posterior body wall muscle. ,,,,,
gene_id,symbol,q-value,anterior TPM,posterior TPM,"moderated log2
(anterior / posterior)"
WBGene00019650,K11D12.11,0.0744048156165062,2.918,19.961,-2.349
WBGene00004723,sap-49,0.074630412898609,24.252,49.777,-0.979
WBGene00002978,lev-11,0.0746728378786726,8593.874,7264.170,0.242
WBGene00015297,sco-1,0.0747230472719334,24.981,20.933,0.188
WBGene00007235,C01G10.8,0.0749134862588336,83.750,127.319,-0.587
WBGene00019503,tbce-1,0.0755476017002542,7.047,19.845,-1.302
WBGene00003715,nhr-125,0.0756833875651781,30.429,6.461,2.028
WBGene00002717,let-526,0.0757075777694717,325.822,438.624,-0.424
WBGene00044305,rad-8,0.0757075777694717,32.683,17.527,0.819
WBGene00001394,fat-2,0.0759400478762391,102.339,60.122,0.744
WBGene00002185,kel-3,0.0759400478762391,51.378,24.236,1.026
WBGene00019987,R09F10.3,0.0759400478762391,2.171,10.766,-1.763
WBGene00011571,ttr-46,0.076518751452818,2.986,15.837,-1.990
WBGene00020135,aakg-4,0.0766068701309454,6.139,20.442,-1.518
WBGene00003697,nhr-107,0.0766555119451551,10.264,2.310,1.633
WBGene00006711,ubc-16,0.0766555119451551,9.026,4.086,0.827
WBGene00022695,ZK328.6,0.0767082571743189,43.114,16.569,1.295
WBGene00012208,W02D9.2,0.0769460218056847,2.045,10.662,-1.808
WBGene00015813,thoc-2,0.0769460218056847,84.623,74.559,0.163
WBGene00003594,nft-1,0.0769629790075065,27.948,17.530,0.593
WBGene00004747,sdc-3,0.0769629790075065,69.827,46.340,0.561
WBGene00017773,dct-6,0.0769629790075065,87.263,69.411,0.310
WBGene00010874,M05D6.1,0.0770809497390431,32.093,10.251,1.512
WBGene00011299,ikke-1,0.0770809497390431,120.742,91.209,0.389
WBGene00020993,W03F8.3,0.0770809497390431,35.793,21.313,0.682
WBGene00004769,sel-12,0.077280392998491,4.671,9.836,-0.794
WBGene00011096,R07B7.12,0.077280392998491,5.331,3.344,0.295
WBGene00011727,T12A7.6,0.0773208185289818,55.907,34.083,0.672
WBGene00000681,col-107,0.0773912840330683,21.899,11.296,0.833
WBGene00012662,Y39A1C.1,0.0774583677183659,4.929,17.549,-1.566
WBGene00002850,let-716,0.0783966612974436,142.182,227.448,-0.668
WBGene00009124,rtel-1,0.0786366266222858,2.336,10.835,-1.700
WBGene00012016,inpp-1,0.079056098146435,16.094,1.962,2.442
WBGene00016033,C24A3.2,0.079056098146435,86.374,70.966,0.263
WBGene00020908,VC5.2,0.079056098146435,70.416,134.557,-0.914
WBGene00009557,mtcu-1,0.0796128117762058,6.093,2.721,0.712
WBGene00009745,F45H11.5,0.0796128117762058,7.944,3.857,0.710
WBGene00018431,F44E7.9,0.0796128117762058,8.628,3.160,1.053
WBGene00019680,K12H4.5,0.0796128117762058,85.419,49.206,0.767
WBGene00008006,tag-325,0.079820004989309,16.961,37.698,-1.070
WBGene00004699,rsp-2,0.0803511479410554,64.232,36.516,0.776
WBGene00013734,Y111B2A.10,0.0803887387289336,43.699,23.855,0.814
WBGene00010665,K08E3.5,0.0805736433560037,189.169,140.273,0.421
WBGene00013719,Y106G6H.6,0.0805899001812621,9.443,25.044,-1.262
WBGene00009483,F36G3.2,0.0807642835865332,0.891,9.361,-2.308
WBGene00000376,ccr-4,0.0816725096450234,67.681,60.701,0.133
WBGene00019902,R05G6.10,0.0817406838171649,3.686,18.631,-1.991
WBGene00004152,pqn-70,0.0818156144088376,67.130,58.994,0.162
WBGene00012117,T28B11.1,0.0818156144088376,215.072,164.279,0.380
WBGene00004477,rps-8,0.0818424547443543,3084.165,3611.059,-0.227
WBGene00009559,mtx-1,0.0821383031511418,38.619,27.786,0.424
WBGene00001627,gly-2,0.0821738628808169,32.055,14.747,1.026
WBGene00003509,mxl-1,0.0821738628808169,6.271,2.907,0.683
WBGene00011261,nphp-4,0.0823372676750588,2.051,8.741,-1.518
WBGene00012276,his-74,0.0823372676750588,10.157,0.767,2.523
WBGene00012990,sam-10,0.0823372676750588,29.669,52.428,-0.774
WBGene00004148,pqn-65,0.0826231981097562,85.170,137.328,-0.672
WBGene00013178,Y53H1A.2,0.0826231981097562,4.858,15.018,-1.358
WBGene00014013,ZK632.4,0.0826231981097562,50.415,26.504,0.874
WBGene00016588,hpo-12,0.0826231981097562,41.294,35.407,0.182
WBGene00006523,tam-1,0.0826822060317323,62.957,116.878,-0.870
WBGene00019753,M03E7.1,0.0826822060317323,0.000,6.165,-2.624
WBGene00002064,iff-1,0.0831883316912518,9.201,1.110,2.125
WBGene00012962,dmsr-5,0.0834195355996816,8.461,0.409,2.586
WBGene00003047,lis-1,0.0835162956122367,41.206,25.644,0.629
WBGene00004499,rps-30,0.0835162956122367,959.004,1129.019,-0.234
WBGene00012719,Y39E4B.10,0.0841923065165388,1.437,7.232,-1.570
WBGene00022371,set-29,0.0846143363990271,23.111,11.094,0.934
WBGene00003555,nas-39,0.0848316332904733,24.639,49.656,-0.954
WBGene00017974,vps-41,0.0848316332904733,5.968,14.784,-1.085
WBGene00007886,ethe-1,0.0850065692150531,9.507,0.337,2.830
WBGene00015861,C16D9.6,0.0850065692150531,8.895,0.000,3.153
WBGene00001915,his-41,0.0860922688375192,41.806,28.728,0.492
WBGene00012193,vps-25,0.0866665194821448,55.644,31.764,0.764
WBGene00004932,sod-3,0.0870130780061347,12.149,0.000,3.603
WBGene00021160,gba-4,0.0870130780061347,8.425,2.099,1.443
WBGene00009064,F22G12.4,0.087298571013049,7.972,23.630,-1.397
WBGene00003996,pgp-2,0.0874393836341046,25.504,16.782,0.520
WBGene00011154,R09A8.5,0.0874393836341046,8.726,22.172,-1.189
WBGene00022862,ZK1236.1,0.0876751174968705,15.448,13.847,0.057
WBGene00004369,rig-1,0.0880462064789615,15.343,51.477,-1.655
WBGene00016423,tag-275,0.0883763723863213,43.359,72.012,-0.699
WBGene00003551,nas-33,0.0885404181891189,6.433,1.171,1.567
WBGene00001226,eif-3.C,0.0889302939732148,191.582,273.084,-0.504
WBGene00011100,nhr-209,0.0889302939732148,6.880,0.253,2.457
WBGene00009290,F31D4.2,0.0890935016364756,67.291,116.699,-0.773
WBGene00013963,sulp-8,0.0890952360604493,0.868,7.956,-2.090
WBGene00017733,ubxn-1,0.0890952360604493,21.076,14.822,0.414
WBGene00001983,hoe-1,0.0898496830109298,37.211,74.061,-0.955
WBGene00009164,hrdl-1,0.0898968356159739,49.857,43.166,0.175
WBGene00003150,mbk-2,0.0899768136816345,142.277,107.499,0.391
WBGene00000426,ced-12,0.0901059858709912,64.802,41.007,0.625
WBGene00004429,rpl-17,0.0901059858709912,1391.960,1690.953,-0.280
WBGene00017038,dmsr-4,0.0901059858709912,2.021,14.542,-2.267
WBGene00011538,T06E6.1,0.0906517555239172,23.054,54.112,-1.170
WBGene00001240,elo-2,0.090746318844681,14.337,9.937,0.391
WBGene00021986,Y59C2A.3,0.0907474712023777,97.430,66.670,0.526
WBGene00003079,lsm-5,0.0916057613192741,20.446,9.449,0.968
WBGene00016406,C34D10.1,0.0916571420213131,22.215,12.548,0.713
WBGene00008040,ttr-5,0.0917646535527857,50.072,19.733,1.272
WBGene00000647,col-71,0.0919220102384491,2.104,8.057,-1.376
WBGene00000772,cpb-3,0.0919220102384491,0.442,6.942,-2.267
WBGene00003003,lin-14,0.0919220102384491,248.044,200.980,0.296
WBGene00003073,lars-1,0.0919220102384491,248.624,342.936,-0.458
WBGene00002632,let-413,0.092875249004755,44.442,29.178,0.558
WBGene00004010,pha-1,0.092875249004755,16.186,39.395,-1.197
WBGene00021789,nol-6,0.092875249004755,28.514,57.573,-0.964
WBGene00011464,T05B9.1,0.0931992299334349,7.263,1.541,1.515
WBGene00009436,marb-1,0.0942841583198101,47.525,19.420,1.219
WBGene00009800,rrc-1,0.0943229558055841,50.183,82.681,-0.692
WBGene00006862,pnk-4,0.0943570927997838,15.124,9.518,0.524
WBGene00008664,nubp-1,0.0943570927997838,15.858,9.237,0.631
WBGene00004882,smg-4,0.0943772170686447,32.430,22.271,0.479
WBGene00004902,snf-3,0.09444993125559,9.160,32.360,-1.671
WBGene00002003,hse-5,0.094654726591995,36.793,26.877,0.400
WBGene00006059,stc-1,0.094654726591995,39.972,73.069,-0.835
WBGene00014092,ZK822.5,0.094654726591995,60.496,110.265,-0.842
WBGene00016167,vps-22,0.094654726591995,34.162,19.827,0.714
WBGene00003616,nhr-17,0.0946857729534033,71.123,43.545,0.675
WBGene00000908,daf-12,0.0948118898367326,226.776,201.606,0.163
WBGene00008878,ppfr-1,0.0950342133888139,120.532,105.564,0.178
WBGene00022010,catp-7,0.0950342133888139,36.032,80.357,-1.118
WBGene00021868,atln-1,0.0955294618641673,97.089,74.771,0.358
WBGene00009924,cfp-1,0.0958057564131409,22.904,38.138,-0.674
WBGene00017889,F28B3.10,0.0958977781911731,39.296,16.605,1.158
WBGene00001006,dlg-1,0.0961930419075897,18.102,34.396,-0.848
WBGene00003893,ost-1,0.0962803254486156,6880.328,5958.825,0.207
WBGene00008117,gsr-1,0.0965887272505824,43.434,27.848,0.590
WBGene00001562,lin-66,0.0966129857924385,161.147,145.730,0.135
WBGene00001404,fbp-1,0.096786677960964,333.391,290.956,0.191
WBGene00003678,nhr-88,0.0979026741028665,109.483,91.043,0.250
WBGene00020798,T25D3.4,0.0981065200629929,5.284,16.523,-1.395
WBGene00018309,F41G4.5,0.0986109682722074,7.006,0.000,2.809
WBGene00007586,ril-2,0.0997986399365045,304.283,254.759,0.251
WBGene00019838,R02F2.9,0.0998284258858029,12.657,12.833,0.090
WBGene00000762,coq-2,0.100092422095772,10.264,22.538,-1.001
WBGene00010097,srpa-68,0.100743931270296,50.315,88.572,-0.787
WBGene00009507,mus-101,0.101626942587159,14.079,2.723,1.919
WBGene00019295,pfkb-1.2,0.101866806683035,48.361,29.404,0.670
WBGene00001613,glr-2,0.102177463018772,9.705,0.804,2.428
WBGene00002222,klp-11,0.102177463018772,13.115,29.808,-1.078
WBGene00017472,cst-1,0.102177463018772,18.467,19.633,-0.012
WBGene00000177,aqp-9,0.102393752878661,48.465,29.801,0.654
WBGene00020443,esyt-2,0.103560979364176,159.872,106.519,0.572
WBGene00007628,C16C10.8,0.103615207478692,10.860,27.533,-1.215
WBGene00021925,immp-2,0.103774878825095,20.712,9.466,0.985
WBGene00050937,R02D5.8,0.103965821408702,14.740,4.247,1.490
WBGene00015755,C14B9.10,0.104106561010481,68.995,37.488,0.842
WBGene00004203,swsn-1,0.104689810737277,116.535,73.287,0.650
WBGene00006971,zak-1,0.104689810737277,13.155,30.719,-1.118
WBGene00012148,inos-1,0.104689810737277,20.577,51.751,-1.262
WBGene00016511,C37H5.13,0.104689810737277,43.458,15.811,1.370
WBGene00019122,F59E12.6,0.104689810737277,33.999,19.475,0.732
WBGene00015301,C01F1.6,0.104710547589972,87.499,56.530,0.605
WBGene00022389,pde-6,0.104814303079606,64.817,35.525,0.827
WBGene00012113,T28B8.1,0.104919047725613,83.777,76.382,0.115
WBGene00004758,sek-1,0.104930252000548,27.950,19.601,0.440
WBGene00015743,soap-1,0.104930252000548,130.907,106.334,0.286
WBGene00015474,C05D9.7,0.105434200982481,22.951,43.406,-0.858
WBGene00002977,lev-10,0.105522338771141,135.608,116.343,0.209
WBGene00001410,feh-1,0.105597574733634,8.989,0.847,2.283
WBGene00003569,ncx-4,0.105794657786243,16.366,0.773,3.206
WBGene00002036,hum-2,0.106182753689581,20.227,11.472,0.698
WBGene00017675,F21F3.6,0.106553230936169,106.038,71.416,0.550
WBGene00009361,F33E2.5,0.106856966177596,17.833,1.505,2.832
WBGene00004371,rig-4,0.107250403483105,14.853,4.038,1.560
WBGene00001994,hpk-1,0.107424414805521,203.631,293.838,-0.522
WBGene00018055,F35F10.5,0.107424414805521,17.523,58.956,-1.670
WBGene00020920,set-20,0.107703824760086,10.367,26.183,-1.204
WBGene00001638,gly-13,0.108153627593162,8.585,23.871,-1.316
WBGene00000891,cyn-15,0.109244096526613,9.534,21.264,-1.013
WBGene00010624,mrps-15,0.109391397328905,49.957,28.999,0.736
WBGene00019077,F59A3.4,0.109427459253857,10.859,31.575,-1.413
WBGene00015143,B0336.3,0.109688066854448,75.270,62.136,0.254
WBGene00045250,Y73B6BL.47,0.109992989217829,9.875,0.112,3.151
WBGene00010772,K11D9.3,0.110017421736493,58.618,105.186,-0.819
WBGene00019504,K07H8.2,0.110178522493449,30.272,61.021,-0.964
WBGene00012000,T24H10.1,0.11035609548887,8.740,6.752,0.173
WBGene00011971,lron-9,0.110908071974713,14.489,2.894,1.895
WBGene00022277,homt-1,0.110908071974713,18.689,8.419,0.989
WBGene00022722,ZK370.8,0.110969289306235,127.028,160.575,-0.327
WBGene00003132,mat-1,0.111863905735156,95.101,61.609,0.603
WBGene00003630,nhr-40,0.111917978057911,123.224,101.321,0.268
WBGene00004182,prk-1,0.112367726796494,198.533,167.449,0.237
WBGene00020391,cct-7,0.113173014960508,210.033,295.286,-0.485
WBGene00002217,klp-4,0.113259296432269,176.407,130.956,0.419
WBGene00005663,sars-1,0.113259296432269,132.631,104.752,0.327
WBGene00007500,nasp-1,0.113259296432269,6.913,5.373,0.117
WBGene00003369,mlc-1,0.114030274995109,2494.212,2113.796,0.238
WBGene00019636,gsto-3,0.114030274995109,60.002,28.503,1.024
WBGene00010551,smg-8,0.11432513272638,6.963,15.396,-0.951
WBGene00012389,Y6B3B.4,0.114750033571726,49.221,74.268,-0.564
WBGene00020502,T14B4.8,0.114884782943059,9.694,0.000,3.277
WBGene00019666,sago-1,0.114917022991721,3.890,16.588,-1.762
WBGene00007683,C18E9.2,0.11601154771224,51.043,86.541,-0.734
WBGene00001498,fars-3,0.11608606885588,54.750,90.181,-0.694
WBGene00012804,Y43F4B.7,0.116887831599502,3.948,12.538,-1.342
WBGene00006445,tag-68,0.117451564630008,37.879,15.486,1.200
WBGene00001234,eif-6,0.117768918278804,18.173,48.499,-1.339
WBGene00000206,asb-1,0.117856965340431,22.209,12.983,0.667
WBGene00004751,sea-2,0.117919130810297,258.068,209.873,0.291
WBGene00017746,F23F1.5,0.117919130810297,6.507,4.392,0.271
WBGene00000536,clk-1,0.117940204827622,25.971,11.064,1.106
WBGene00011334,mrps-14,0.118634195584562,84.815,55.654,0.582
WBGene00011719,T11G6.4,0.118711488326873,18.906,36.441,-0.872
WBGene00013554,Y75B8A.19,0.118711488326873,7.523,3.700,0.679
WBGene00015504,C06A5.6,0.118711488326873,13.427,1.178,2.624
WBGene00016002,C18H9.3,0.119014683638439,73.221,73.657,0.011
WBGene00007221,cpna-3,0.119025094845061,3.496,11.672,-1.376
WBGene00009204,F28C6.4,0.119271201577208,5.446,26.207,-2.023
WBGene00010912,gmps-1,0.119271201577208,101.650,61.289,0.707
WBGene00000293,cap-2,0.119548885902034,92.753,75.449,0.279
WBGene00003511,mxl-3,0.119754523211221,369.357,303.234,0.280
WBGene00017070,praf-3,0.120235234857904,12.512,27.325,-1.016
WBGene00021969,Y57G7A.6,0.120364192564386,7.349,1.099,1.808
WBGene00269375,F35F10.19,0.120364192564386,1.109,10.398,-2.302
WBGene00003596,ngp-1,0.120475901597384,63.364,115.444,-0.843
WBGene00007050,utp-20,0.120989939706334,178.822,286.093,-0.670
WBGene00002149,irk-1,0.121693991229784,4.622,12.874,-1.195
WBGene00022100,Y69A2AR.31,0.121750244820939,325.052,259.553,0.319
WBGene00000102,akt-1,0.12184315182763,136.875,101.952,0.411
WBGene00016734,C46H11.10,0.122511223420904,34.677,21.228,0.642
WBGene00015940,C18A3.2,0.122574436979951,6.476,8.944,-0.259
WBGene00015566,C07D10.1,0.122623855463206,22.984,16.563,0.388
WBGene00000985,dhs-22,0.123428668696752,44.006,71.357,-0.665
WBGene00017299,molo-1,0.123969503420714,26.570,17.231,0.543
WBGene00003160,mdf-1,0.12422711825814,36.497,19.073,0.863
WBGene00010670,K08E4.6,0.124266099926584,46.425,88.408,-0.899
WBGene00021097,cdc-37,0.124696917627909,44.166,29.169,0.550
WBGene00002891,let-767,0.125108259042787,26.708,46.033,-0.732
WBGene00015548,C06G1.5,0.125124081764441,220.354,294.088,-0.410
WBGene00009325,F32D8.15,0.12526286817125,1.381,12.365,-2.377
WBGene00008375,D1054.8,0.125267096271751,6.890,1.145,1.684
WBGene00010418,H27A22.1,0.125267096271751,5.171,3.593,0.171
WBGene00006595,top-1,0.125350250268223,137.095,119.633,0.185
WBGene00004924,snt-4,0.12579334786142,0.683,10.462,-2.636
WBGene00009881,F49C12.12,0.12579334786142,10.033,18.016,-0.707
WBGene00012659,Y39A1A.22,0.12579334786142,13.972,8.828,0.507
WBGene00021354,fpn-1.1,0.12579334786142,0.000,9.374,-3.229
WBGene00008447,E01G4.5,0.125835295449708,100.419,58.621,0.752
WBGene00003925,pas-4,0.126031976126516,55.292,37.597,0.519
WBGene00006504,kcc-1,0.126031976126516,41.778,18.785,1.078
WBGene00012766,Y41E3.8,0.126031976126516,4.220,12.847,-1.299
WBGene00004862,sma-9,0.127193347865809,372.505,296.872,0.323
WBGene00007637,dhhc-7,0.127193347865809,5.583,6.991,-0.087
WBGene00007938,C34F6.1,0.127312811207472,16.477,5.637,1.312
WBGene00013669,Y105E8A.8,0.127616225463685,6.547,1.713,1.271
WBGene00013924,rad-23,0.127616225463685,52.787,92.646,-0.784
WBGene00015693,ugt-28,0.127861598864984,10.081,0.000,3.334
WBGene00004475,rps-6,0.127876703209929,1480.465,1749.904,-0.240
WBGene00022719,pdhk-2,0.127876703209929,103.427,69.068,0.562
WBGene00008110,C46C2.2,0.1281477580949,224.371,203.563,0.133
WBGene00019207,fgt-1,0.128326463996854,293.202,245.287,0.252
WBGene00010135,F55H12.4,0.129150591293718,28.718,10.139,1.366
WBGene00012143,T28H10.2,0.129418298442458,8.291,1.372,1.805
WBGene00021124,W10C4.1,0.129418298442458,8.337,0.547,2.430
WBGene00000155,app-1,0.129713404308733,32.943,26.776,0.246
WBGene00018204,F39F10.4,0.129713404308733,3.299,7.055,-0.715
WBGene00018985,F56F10.2,0.129713404308733,22.407,14.840,0.500
WBGene00206487,best-19,0.129713404308733,23.472,4.424,2.114
WBGene00001673,gpa-11,0.130166431823038,12.808,3.379,1.549
WBGene00020171,T02H6.1,0.130236916119926,21.371,48.544,-1.118
WBGene00011885,T21B10.3,0.131006307073029,51.888,93.591,-0.823
WBGene00017088,akir-1,0.13116125268434,44.880,40.608,0.109
WBGene00022150,Y71G12B.10,0.131215500536087,42.588,19.215,1.075
WBGene00012226,W03G11.4,0.131251311205486,11.954,21.898,-0.757
WBGene00017775,F25B5.3,0.131483576741786,67.210,33.896,0.946
WBGene00021315,Y32H12A.7,0.131483576741786,92.888,50.356,0.855
WBGene00003062,lpd-6,0.131614047889912,50.069,87.883,-0.783
WBGene00009715,F44G4.6,0.13166640360187,36.586,12.436,1.445
WBGene00016495,C37C3.1,0.13230140074444,30.664,14.975,0.941
WBGene00022712,ZK355.2,0.132918178383637,5.534,11.021,-0.754
WBGene00015171,vang-1,0.132920539830977,3.302,8.296,-0.947
WBGene00009207,F28C6.8,0.133083413992548,29.375,12.520,1.120
WBGene00004025,phy-2,0.133246876354282,143.385,215.197,-0.576
WBGene00010232,F58B3.6,0.133841926441574,47.675,29.927,0.624
WBGene00011415,him-18,0.133841926441574,7.522,16.049,-0.913
WBGene00011374,T02D1.8,0.134629240009371,56.488,89.641,-0.641
WBGene00000900,daf-4,0.134733134692621,191.714,239.418,-0.313
WBGene00001017,dnc-1,0.134740137779332,203.510,170.651,0.246
WBGene00002025,hsp-60,0.134740137779332,607.234,516.771,0.230
WBGene00006383,taf-2,0.134740137779332,34.291,17.827,0.865
WBGene00019432,knl-2,0.134740137779332,5.776,1.708,1.093
WBGene00022054,Y67D2.4,0.134740137779332,6.477,3.373,0.567
WBGene00016407,C34D10.2,0.134805358691917,189.629,159.016,0.245
WBGene00006733,ufd-1,0.135222197821315,34.354,24.087,0.454
WBGene00008588,F08G12.5,0.135222197821315,1.309,5.879,-1.348
WBGene00020490,tmc-1,0.135222197821315,324.164,277.168,0.221
WBGene00009945,bath-38,0.135750278970533,59.781,36.012,0.692
WBGene00016751,C48E7.6,0.136364050233466,408.412,305.216,0.415
WBGene00015936,C17H12.11,0.136699632448136,0.583,8.329,-2.395
WBGene00006465,fntb-1,0.136831557540822,18.806,8.500,0.985
WBGene00017165,F01F1.11,0.137536375157529,16.769,4.767,1.540
WBGene00004491,rps-22,0.137830082918519,396.424,498.433,-0.327
WBGene00021714,cyh-1,0.13838728347295,2.292,6.886,-1.065
WBGene00001622,glt-4,0.138702604764901,11.471,37.641,-1.594
WBGene00002996,lin-7,0.139070223599756,21.268,6.534,1.497
WBGene00001177,egl-8,0.139326427762572,56.243,112.786,-0.978
WBGene00004382,rnh-1.0,0.13941641251041,61.604,41.064,0.550
WBGene00001172,egl-3,0.139569846882838,5.657,1.183,1.374
WBGene00021420,trap-3,0.139595054949015,58.729,107.150,-0.843
WBGene00008948,F19B6.1,0.140428094994102,72.164,129.511,-0.824
WBGene00009521,F38A1.8,0.140721638907031,61.950,115.040,-0.870
WBGene00009172,F26F2.7,0.141178700302552,9.191,16.519,-0.697
WBGene00000231,atx-2,0.141446078786969,119.902,100.808,0.236
WBGene00044079,tag-241,0.141632712484751,700.150,807.558,-0.204
WBGene00005150,sre-2,0.141760746323875,0.749,5.739,-1.715
WBGene00013136,Y53C10A.5,0.141760746323875,36.051,15.492,1.128
WBGene00020701,T22F7.1,0.141760746323875,3.124,6.134,-0.573
WBGene00007387,jmjd-5,0.142096101109231,6.217,1.877,1.111
WBGene00009334,F32D8.12,0.142096101109231,91.850,66.170,0.451
WBGene00010179,F57A8.4,0.142096101109231,36.661,16.219,1.090
WBGene00010768,K11D2.1,0.142096101109231,7.182,2.491,1.041
WBGene00018508,F46F11.1,0.142266669378869,155.879,130.704,0.243
WBGene00006693,twk-43,0.142283230008484,7.138,27.237,-1.743
WBGene00021783,Y51H7C.5,0.142283230008484,53.442,41.538,0.329
WBGene00002184,kel-1,0.142514108196255,19.374,10.665,0.732
WBGene00012330,zip-3,0.142514108196255,12.941,9.593,0.289
WBGene00012960,Y47H10A.4,0.14289346026843,71.701,117.294,-0.690
WBGene00013860,ZC247.2,0.14298388763877,171.887,125.852,0.438
WBGene00021638,Y47G6A.9,0.14298388763877,14.450,10.570,0.321
WBGene00017357,F10E9.5,0.143300414252083,2.057,4.035,-0.401
WBGene00004776,ser-1,0.143485784912055,14.303,2.376,2.083
WBGene00010435,JC8.2,0.143485784912055,75.388,119.609,-0.647
WBGene00013352,lon-8,0.143485784912055,10.776,2.092,1.801
WBGene00010040,F54C8.7,0.144078797483363,12.014,23.927,-0.879
WBGene00010701,ent-2,0.144082441020089,47.068,115.279,-1.262
WBGene00020921,W01C8.5,0.144146530514488,23.587,17.484,0.352
WBGene00019719,M01H9.3,0.144233568575615,401.253,339.609,0.236
WBGene00011391,mrps-12,0.144297092125285,30.560,23.312,0.330
